gene_name	drug_name	interaction_types
KCND3	SODIUM BICARBONATE	blocker
KCND3	SODIUM BICARBONATE	blocker
SMYD2	SODIUM BICARBONATE	inhibitor
ABCC1	SODIUM BUTYRATE	
ENO2	SODIUM BUTYRATE	
FAS	SODIUM BUTYRATE	
GAPDH	SODIUM BUTYRATE	
GCG	SODIUM BUTYRATE	
GFAP	SODIUM BUTYRATE	
GNRH1	SODIUM BUTYRATE	
GSTP1	SODIUM BUTYRATE	
HDAC1	SODIUM BUTYRATE	inhibitor
ITGB2	SODIUM BUTYRATE	
LDLR	SODIUM BUTYRATE	
LIPE	SODIUM BUTYRATE	
MT1IP	SODIUM BUTYRATE	
MUC1	SODIUM BUTYRATE	
MUC16	SODIUM BUTYRATE	
RBP3	SODIUM BUTYRATE	
SLC16A1	SODIUM BUTYRATE	
SLC16A1	SODIUM BUTYRATE	
SLC25A5	SODIUM BUTYRATE	
SPP1	SODIUM BUTYRATE	
TAC1	SODIUM BUTYRATE	
TGM2	SODIUM BUTYRATE	
TNFSF10	SODIUM BUTYRATE	
TSPYL2	SODIUM BUTYRATE	
ZFP36L2	SODIUM BUTYRATE	
ABCC6	SODIUM CHLORIDE	
BAX	SODIUM CHLORIDE	
BDNF	SODIUM CHLORIDE	
CHAT	SODIUM CHLORIDE	
FCGR3A	SODIUM CHLORIDE	
FCGR3B	SODIUM CHLORIDE	
G6PD	SODIUM CHLORIDE	
GRIA1	SODIUM CHLORIDE	
HMGB1	SODIUM CHLORIDE	
HPGD	SODIUM CHLORIDE	
HSPA4	SODIUM CHLORIDE	
ITGB2	SODIUM CHLORIDE	
OXTR	SODIUM CHLORIDE	
PVALB	SODIUM CHLORIDE	
SGK1	SODIUM CHLORIDE	
UCP2	SODIUM CHLORIDE	
HGF	SODIUM HEPARIN	
ALB	SODIUM LAURYL SULFATE	binder
SIRT1	SODIUM LAURYL SULFATE	inhibitor
SIRT2	SODIUM LAURYL SULFATE	inhibitor
SIRT3	SODIUM LAURYL SULFATE	inhibitor
CP	SODIUM MOLYBDATE	
G6PD	SODIUM NITRITE	
GUCY1A2	SODIUM NITROPRUSSIDE	activator
GUCY1A3	SODIUM NITROPRUSSIDE	activator
GUCY1B2	SODIUM NITROPRUSSIDE	activator
GUCY1B3	SODIUM NITROPRUSSIDE	activator
ITPR2	SODIUM ORTHOVANAD	antagonist
ITPR3	SODIUM ORTHOVANAD	antagonist
P2RX7	SODIUM ORTHOVANAD	antagonist
TRPM4	SODIUM ORTHOVANAD	activator
GABBR1	SODIUM OXYBATE	agonist
GABBR2	SODIUM OXYBATE	agonist
SLC52A2	SODIUM OXYBATE	agonist
CDKN1A	SODIUM PHENYLBUTYRATE	
HDAC1	SODIUM PHENYLBUTYRATE	inhibitor
HDAC2	SODIUM PHENYLBUTYRATE	inhibitor
HDAC3	SODIUM PHENYLBUTYRATE	inhibitor
HDAC4	SODIUM PHENYLBUTYRATE	inhibitor
HDAC5	SODIUM PHENYLBUTYRATE	inhibitor
HDAC7	SODIUM PHENYLBUTYRATE	inhibitor
HDAC8	SODIUM PHENYLBUTYRATE	inhibitor
HDAC9	SODIUM PHENYLBUTYRATE	inhibitor
PDE4A	SODIUM PHENYLBUTYRATE	inhibitor
PDE4B	SODIUM PHENYLBUTYRATE	inhibitor
PDE4C	SODIUM PHENYLBUTYRATE	inhibitor
PDE4D	SODIUM PHENYLBUTYRATE	inhibitor
CDKN1A	SODIUM SALICYLATE	
CSF2	SODIUM SALICYLATE	
HSPA4	SODIUM SALICYLATE	
NGB	SODIUM SALICYLATE	
PTPN6	SODIUM STIBOGLUCONATE	inhibitor
G6PD	SODIUM SULFATE	
PROC	SODIUM TETRADECYL SULFATE	inhibitor
PROC	SODIUM TETRADECYL SULFATE	
PROC	SODIUM TETRADECYL SULFATE	
CHRNA4	SOFINICLINE	agonist
CHRNA4	SOFINICLINE	agonist
CHRNB2	SOFINICLINE	agonist
CHRNB2	SOFINICLINE	agonist
IFNL3	SOFOSBUVIR	
ADRB2	SOLABEGRON	agonist
ADRB3	SOLABEGRON	agonist
ADRB3	SOLABEGRON	
ADRB3	SOLABEGRON	agonist
APP	SOLANEZUMAB	
APP	SOLANEZUMAB	
JAK1	SOLCITINIB	inhibitor
CHRM1	SOLIFENACIN	
CHRM1	SOLIFENACIN	
CHRM1	SOLIFENACIN	antagonist
CHRM2	SOLIFENACIN	antagonist
CHRM2	SOLIFENACIN	
CHRM3	SOLIFENACIN	
CHRM3	SOLIFENACIN	antagonist
CHRM3	SOLIFENACIN	
CHRM3	SOLIFENACIN	antagonist
CHRM4	SOLIFENACIN	antagonist
CHRM4	SOLIFENACIN	
CHRM5	SOLIFENACIN	
CHRM5	SOLIFENACIN	antagonist
CHRM2	SOLIFENACIN SUCCINATE	antagonist
CHRM3	SOLIFENACIN SUCCINATE	antagonist
MMP1	SOLIMASTAT	inhibitor
MMP2	SOLIMASTAT	inhibitor
MMP7	SOLIMASTAT	inhibitor
SSTR1	SOMATOSTATIN	agonist
SSTR2	SOMATOSTATIN	agonist
SSTR3	SOMATOSTATIN	agonist
SSTR4	SOMATOSTATIN	agonist
SSTR5	SOMATOSTATIN	agonist
GHR	SOMATREM	agonist
GHR	SOMATROPIN	agonist
GHR	SOMATROPIN	
GHR	SOMATROPIN	
GHR	SOMATROPIN	
GHR	SOMATROPIN	binder
PRLR	SOMATROPIN	
PRLR	SOMATROPIN	
ADORA2A	SONEDENOSON	agonist
ADORA2A	SONEDENOSON	agonist
DRD4	SONEPIPRAZOLE	binder
DRD4	SONEPIPRAZOLE	antagonist
SMO	SONIDEGIB PHOSPHATE	inhibitor
KRAS	SONOLISIB	
PIK3C2A	SONOLISIB	inhibitor
PIK3C2B	SONOLISIB	inhibitor
PIK3C2G	SONOLISIB	inhibitor
PIK3C3	SONOLISIB	inhibitor
PIK3CA	SONOLISIB	inhibitor
PIK3CA	SONOLISIB	inhibitor
PIK3CA	SONOLISIB	inhibitor
PIK3CA	SONOLISIB	inhibitor
PIK3CA	SONOLISIB	
PIK3CB	SONOLISIB	inhibitor
PIK3CB	SONOLISIB	inhibitor
PIK3CB	SONOLISIB	inhibitor
PIK3CD	SONOLISIB	inhibitor
PIK3CD	SONOLISIB	inhibitor
PIK3CD	SONOLISIB	inhibitor
PIK3CG	SONOLISIB	inhibitor
PIK3CG	SONOLISIB	inhibitor
PIK3CG	SONOLISIB	inhibitor
PIK3CG	SONOLISIB	inhibitor
PIK3R1	SONOLISIB	inhibitor
PIK3R1	SONOLISIB	inhibitor
PIK3R1	SONOLISIB	inhibitor
PIK3R2	SONOLISIB	inhibitor
PIK3R2	SONOLISIB	inhibitor
PIK3R2	SONOLISIB	inhibitor
PIK3R3	SONOLISIB	inhibitor
PIK3R3	SONOLISIB	inhibitor
PIK3R3	SONOLISIB	inhibitor
PIK3R4	SONOLISIB	inhibitor
PIK3R4	SONOLISIB	inhibitor
PIK3R5	SONOLISIB	inhibitor
PIK3R5	SONOLISIB	inhibitor
PIK3R5	SONOLISIB	inhibitor
PIK3R6	SONOLISIB	inhibitor
PIK3R6	SONOLISIB	inhibitor
PEMT	SONTUZUMAB	
AKT1	SORAFENIB	
ARAF	SORAFENIB	inhibitor
ARAF	SORAFENIB	
ARAF	SORAFENIB	
ARAF	SORAFENIB	
ARAF	SORAFENIB	
BRAF	SORAFENIB	inhibitor
BRAF	SORAFENIB	
BRAF	SORAFENIB	
BRAF	SORAFENIB	inhibitor
BRAF	SORAFENIB	
BRAF	SORAFENIB	
BRAF	SORAFENIB	
BRAF	SORAFENIB	inhibitor
BRAF	SORAFENIB	
BRAF	SORAFENIB	
BRAF	SORAFENIB	
BRAF	SORAFENIB	inhibitor
CDK19	SORAFENIB	inhibitor
CDK8	SORAFENIB	inhibitor
CENPE	SORAFENIB	inhibitor
CENPE	SORAFENIB	inhibitor
CSF1R	SORAFENIB	
DDR2	SORAFENIB	inhibitor
EGFR	SORAFENIB	
ERBB2	SORAFENIB	
FGF3	SORAFENIB	
FGFR1	SORAFENIB	
FGFR1	SORAFENIB	inhibitor
FGFR3	SORAFENIB	
FLT1	SORAFENIB	inhibitor
FLT1	SORAFENIB	inhibitor
FLT1	SORAFENIB	inhibitor
FLT3	SORAFENIB	inhibitor
FLT3	SORAFENIB	
FLT3	SORAFENIB	
FLT3	SORAFENIB	
FLT3	SORAFENIB	inhibitor
FLT3	SORAFENIB	
FLT3	SORAFENIB	
FLT3	SORAFENIB	
FLT3	SORAFENIB	
FLT4	SORAFENIB	
FLT4	SORAFENIB	inhibitor
FLT4	SORAFENIB	
FLT4	SORAFENIB	inhibitor
HMOX1	SORAFENIB	
KDR	SORAFENIB	
KDR	SORAFENIB	inhibitor
KDR	SORAFENIB	inhibitor
KDR	SORAFENIB	inhibitor
KDR	SORAFENIB	
KDR	SORAFENIB	
KDR	SORAFENIB	inhibitor
KDR	SORAFENIB	
KDR	SORAFENIB	
KIT	SORAFENIB	
KIT	SORAFENIB	
KIT	SORAFENIB	
KIT	SORAFENIB	inhibitor
KIT	SORAFENIB	
KIT	SORAFENIB	
KIT	SORAFENIB	inhibitor
KIT	SORAFENIB	
KIT	SORAFENIB	inhibitor
KIT	SORAFENIB	
KRAS	SORAFENIB	
KRAS	SORAFENIB	
MET	SORAFENIB	
NF1	SORAFENIB	
NRAS	SORAFENIB	
NRAS	SORAFENIB	
PDGFRA	SORAFENIB	inhibitor
PDGFRB	SORAFENIB	
PDGFRB	SORAFENIB	inhibitor
PDGFRB	SORAFENIB	inhibitor
PDGFRB	SORAFENIB	
PDGFRB	SORAFENIB	
PDGFRB	SORAFENIB	inhibitor
PIK3CA	SORAFENIB	
PTEN	SORAFENIB	
RAF1	SORAFENIB	
RAF1	SORAFENIB	inhibitor
RAF1	SORAFENIB	inhibitor
RAF1	SORAFENIB	
RAF1	SORAFENIB	
RAF1	SORAFENIB	
RAF1	SORAFENIB	inhibitor
RET	SORAFENIB	inhibitor
RET	SORAFENIB	
RET	SORAFENIB	inhibitor
RET	SORAFENIB	
RET	SORAFENIB	inhibitor
RET	SORAFENIB	
VEGFA	SORAFENIB	
VHL	SORAFENIB	
BRAF	SORAFENIB TOSYLATE	inhibitor
BRAF	SORAFENIB TOSYLATE	inhibitor
FLT1	SORAFENIB TOSYLATE	inhibitor
FLT1	SORAFENIB TOSYLATE	inhibitor
FLT3	SORAFENIB TOSYLATE	inhibitor
FLT3	SORAFENIB TOSYLATE	inhibitor
FLT4	SORAFENIB TOSYLATE	inhibitor
FLT4	SORAFENIB TOSYLATE	inhibitor
KDR	SORAFENIB TOSYLATE	inhibitor
KDR	SORAFENIB TOSYLATE	inhibitor
KIT	SORAFENIB TOSYLATE	inhibitor
PDGFRA	SORAFENIB TOSYLATE	inhibitor
PDGFRB	SORAFENIB TOSYLATE	inhibitor
PDGFRB	SORAFENIB TOSYLATE	inhibitor
RAF1	SORAFENIB TOSYLATE	inhibitor
RAF1	SORAFENIB TOSYLATE	inhibitor
RAF1	SORAFENIB TOSYLATE	inhibitor
RET	SORAFENIB TOSYLATE	inhibitor
VEGFA	SORAFENIB TOSYLATE	inhibitor
VEGFB	SORAFENIB TOSYLATE	inhibitor
VEGFC	SORAFENIB TOSYLATE	inhibitor
AKR1B1	SORBINIL	inhibitor
AR	SORBINIL	inhibitor
MS4A1	SORBINIL	antibody
F8	SORBITOL	
GFAP	SORBITOL	
SLC2A4	SORBITOL	
SLC5A1	SOTAGLIFLOZIN	
SLC5A1	SOTAGLIFLOZIN	inhibitor
SLC5A1	SOTAGLIFLOZIN	inhibitor
SLC5A2	SOTAGLIFLOZIN	inhibitor
SLC5A2	SOTAGLIFLOZIN	
SLC5A2	SOTAGLIFLOZIN	inhibitor
ADRB1	SOTALOL	antagonist
ADRB2	SOTALOL	antagonist
KCNH2	SOTALOL	
KCNH2	SOTALOL	
ADRB1	SOTALOL HYDROCHLORIDE	antagonist
ADRB2	SOTALOL HYDROCHLORIDE	antagonist
ERG	SOTALOL HYDROCHLORIDE	blocker
ACVR2A	SOTATERCEPT	
INHBA	SOTATERCEPT	inhibitor
PRKCA	SOTRASTAURIN	inhibitor
PRKCA	SOTRASTAURIN	inhibitor
PRKCB	SOTRASTAURIN	inhibitor
PRKCB	SOTRASTAURIN	inhibitor
PRKCD	SOTRASTAURIN	inhibitor
PRKCD	SOTRASTAURIN	inhibitor
PRKCE	SOTRASTAURIN	inhibitor
PRKCE	SOTRASTAURIN	inhibitor
PRKCG	SOTRASTAURIN	inhibitor
PRKCH	SOTRASTAURIN	inhibitor
PRKCH	SOTRASTAURIN	inhibitor
PRKCI	SOTRASTAURIN	inhibitor
PRKCQ	SOTRASTAURIN	inhibitor
PRKCQ	SOTRASTAURIN	inhibitor
PRKCZ	SOTRASTAURIN	inhibitor
PRKD1	SOTRASTAURIN	inhibitor
PRKD3	SOTRASTAURIN	inhibitor
PRKCA	SOTRASTAURIN ACETATE	inhibitor
PRKCB	SOTRASTAURIN ACETATE	inhibitor
PRKCQ	SOTRASTAURIN ACETATE	inhibitor
APOE	SOYBEAN OIL	
GHRH	SOYBEAN OIL	
LDLR	SOYBEAN OIL	
LEP	SOYBEAN OIL	
PLG	SOYBEAN OIL	
SLC2A4	SOYBEAN OIL	
UCP2	SOYBEAN OIL	
MAPK10	SP-600125	inhibitor
MAPK8	SP-600125	inhibitor
MAPK9	SP-600125	inhibitor
TP53	SP-600125	
MTOR	SPARFLOXACIN	inhibitor
TOP2B	SPARFLOXACIN	inhibitor
AGTR1	SPARSENTAN	antagonist
AGTR1	SPARSENTAN	antagonist
AGTR1	SPARSENTAN	
AGTR2	SPARSENTAN	
AGTR2	SPARSENTAN	antagonist
EDNRA	SPARSENTAN	antagonist
EDNRA	SPARSENTAN	antagonist
EDNRA	SPARSENTAN	
BTK	SPEBRUTINIB	inhibitor
YES1	SPEBRUTINIB	inhibitor
BTK	SPEBRUTINIB BESYLATE	inhibitor
KCNJ4	SPERMIDINE	channel blocker
CASR	SPERMINE	agonist
KCNJ4	SPERMINE	channel blocker
TRPM4	SPERMINE	channel blocker
TRPM5	SPERMINE	channel blocker
TRPM3	SPHINGOSINE	activator
FPR1	SPINORPHIN	antagonist
ADRA1A	SPIPERONE	antagonist
ADRA1B	SPIPERONE	antagonist
DRD1	SPIPERONE	antagonist
DRD3	SPIPERONE	antagonist
DRD4	SPIPERONE	antagonist
DRD4	SPIPERONE	antagonist
DRD5	SPIPERONE	antagonist
HTR1A	SPIPERONE	antagonist
HTR1D	SPIPERONE	antagonist
HTR2A	SPIPERONE	antagonist
HTR2B	SPIPERONE	antagonist
HTR2C	SPIPERONE	antagonist
SERPINA3	SPIPERONE	antagonist
HTR2A	SPIRAMIDE	antagonist
HTR2B	SPIRAMIDE	antagonist
HTR2C	SPIRAMIDE	antagonist
ACE	SPIRAPRIL	
ACE	SPIRAPRIL	inhibitor
ACE	SPIRAPRIL	
ACE	SPIRAPRIL HYDROCHLORIDE	inhibitor
ACE	SPIRAPRILAT	inhibitor
ABCB1	SPIRONOLACTONE	
ADIPOQ	SPIRONOLACTONE	
CTGF	SPIRONOLACTONE	
CYP1A1	SPIRONOLACTONE	
CYP1A2	SPIRONOLACTONE	
CYP1B1	SPIRONOLACTONE	
CYP7B1	SPIRONOLACTONE	
ERBB3	SPIRONOLACTONE	
NR3C2	SPIRONOLACTONE	antagonist
NR3C2	SPIRONOLACTONE	antagonist
NR3C2	SPIRONOLACTONE	
NR3C2	SPIRONOLACTONE	
SSTR2	SPIRONOLACTONE	agonist
TNF	SPIRONOLACTONE	
ADRA1A	SPIROXATRINE	antagonist
ADRA1B	SPIROXATRINE	antagonist
ADRA2A	SPIROXATRINE	antagonist
ADRA2B	SPIROXATRINE	antagonist
HTR1A	SPIROXATRINE	agonist
HTR2B	SPIROXATRINE	antagonist
SIRT1	SPLITOMICIN	inhibitor
CDH17	SQUALAMINE	
SLC9A3	SQUALAMINE LACTATE	inhibitor
AKT1	SR-13668	inhibitor
ESR1	SR16234 (CHEMBL3545210)	antagonist
ESR1	SR16234 (CHEMBL3545210)	
ESR2	SR16234 (CHEMBL3545210)	
CYSLTR1	SR-2640	antagonist
NR1D1	SR9009	agonist
NR1D2	SR9009	agonist
NR1D1	SR9011	agonist
NR1D2	SR9011	agonist
AVPR1A	SRX246	antagonist
AVPR1A	SRX251	antagonist
EEF2	SS1(dsFv)-PE38	
MSLN	SS1(dsFv)-PE38	
CRHR1	SSR125543	antagonist
CRHR1	SSR125543	antagonist
CRHR1	SSR125543	antagonist
CHRNA7	SSR180711	partial agonist
ADORA1	ST1535	antagonist
ADORA2A	ST1535	antagonist
ADORA2A	ST1535	antagonist
ADORA2B	ST1535	antagonist
ADORA3	ST1535	antagonist
MSTN	STAMULUMAB	inhibitor
AGTR1	STANOLONE	
AQP9	STANOLONE	
AR	STANOLONE	
BAX	STANOLONE	
BGLAP	STANOLONE	
BGLAP	STANOLONE	
CAST	STANOLONE	
CDK2	STANOLONE	
CHAT	STANOLONE	
CTGF	STANOLONE	
DKK1	STANOLONE	
ELAVL1	STANOLONE	
FOLH1	STANOLONE	
IGFBP5	STANOLONE	
KCNA5	STANOLONE	
MAPK3	STANOLONE	
ME3	STANOLONE	
MYOD1	STANOLONE	
NOS1	STANOLONE	
NTRK1	STANOLONE	
PEBP1	STANOLONE	
PRLR	STANOLONE	
VDR	STANOLONE	
VIP	STANOLONE	
AR	STANOZOLOL	agonist
ADAMTS5	STAUROSPORINE	
ANXA1	STAUROSPORINE	
APLN	STAUROSPORINE	
APOE	STAUROSPORINE	
BDNF	STAUROSPORINE	
BIRC5	STAUROSPORINE	
CAMK2B	STAUROSPORINE	inhibitor
CARD9	STAUROSPORINE	
CAST	STAUROSPORINE	
CCL11	STAUROSPORINE	
CCL25	STAUROSPORINE	
CCNA2	STAUROSPORINE	
CD2	STAUROSPORINE	
CD44	STAUROSPORINE	
CDK2	STAUROSPORINE	
CGA	STAUROSPORINE	
CGB5	STAUROSPORINE	
CHRM1	STAUROSPORINE	allosteric modulator
CHRM2	STAUROSPORINE	allosteric modulator
CHRM4	STAUROSPORINE	allosteric modulator
COL1A2	STAUROSPORINE	
CP	STAUROSPORINE	
CSF2	STAUROSPORINE	
CTGF	STAUROSPORINE	
CTSG	STAUROSPORINE	
CTSG	STAUROSPORINE	
CXCL2	STAUROSPORINE	
CYP19A1	STAUROSPORINE	
DAPK1	STAUROSPORINE	inhibitor
DDIT3	STAUROSPORINE	
DIABLO	STAUROSPORINE	
EIF2S1	STAUROSPORINE	
EZR	STAUROSPORINE	
FCGR2B	STAUROSPORINE	
FST	STAUROSPORINE	
GFAP	STAUROSPORINE	
GHRL	STAUROSPORINE	
GNRH1	STAUROSPORINE	
HIPK1	STAUROSPORINE	inhibitor
IBSP	STAUROSPORINE	
IFI27	STAUROSPORINE	
IGF1R	STAUROSPORINE	
IL17F	STAUROSPORINE	
IL2RA	STAUROSPORINE	
ITGAL	STAUROSPORINE	
MAP2K4	STAUROSPORINE	inhibitor
MAP2K6	STAUROSPORINE	inhibitor
MARCKSL1	STAUROSPORINE	
MARCKSL1	STAUROSPORINE	
NFE2L2	STAUROSPORINE	
NOS1	STAUROSPORINE	
NPPC	STAUROSPORINE	
NR3C1	STAUROSPORINE	
NR5A1	STAUROSPORINE	
OSM	STAUROSPORINE	
PAK2	STAUROSPORINE	inhibitor
PHKG2	STAUROSPORINE	inhibitor
PKN1	STAUROSPORINE	inhibitor
PLA2G1B	STAUROSPORINE	
PRKACB	STAUROSPORINE	inhibitor
PRKCI	STAUROSPORINE	inhibitor
PTGES	STAUROSPORINE	
SLC1A1	STAUROSPORINE	
SLC2A4	STAUROSPORINE	
SLC2A4	STAUROSPORINE	
SLC2A4	STAUROSPORINE	
SLPI	STAUROSPORINE	
STK3	STAUROSPORINE	inhibitor
TFAP2A	STAUROSPORINE	
TFAP2A	STAUROSPORINE	
TGM2	STAUROSPORINE	
TNIK	STAUROSPORINE	inhibitor
TRPV1	STAUROSPORINE	
VDR	STAUROSPORINE	
WWOX	STAUROSPORINE	
BRD4	STAVUDINE	inhibitor
CSF2	STAVUDINE	
CXCL10	STAVUDINE	
DTYMK	STAVUDINE	
TNFRSF1B	STAVUDINE	
DRD2	STEPHOLIDINE	antagonist
PTPN11	STIBOGLUCONATE	
PLG	STREPTOKINASE	
PLG	STREPTOKINASE	activator
PLG	STREPTOKINASE	
PLG	STREPTOKINASE	activator
TP53	STREPTONIGRIN	
ACP5	STREPTOZOTOCIN	
ADCYAP1	STREPTOZOTOCIN	
ATF2	STREPTOZOTOCIN	
BCL2	STREPTOZOTOCIN	
CASP6	STREPTOZOTOCIN	inhibitor
CD40	STREPTOZOTOCIN	
CDKN1B	STREPTOZOTOCIN	
CSF2	STREPTOZOTOCIN	
CSF2	STREPTOZOTOCIN	
CTSD	STREPTOZOTOCIN	
CYP2D6	STREPTOZOTOCIN	
CYP7B1	STREPTOZOTOCIN	
DDIT3	STREPTOZOTOCIN	
ENO2	STREPTOZOTOCIN	
GALP	STREPTOZOTOCIN	
HGF	STREPTOZOTOCIN	
HP	STREPTOZOTOCIN	
HRAS	STREPTOZOTOCIN	
HRAS	STREPTOZOTOCIN	
IGFBP1	STREPTOZOTOCIN	
KCNA2	STREPTOZOTOCIN	
KCNJ11	STREPTOZOTOCIN	
LCAT	STREPTOZOTOCIN	
MGEA5	STREPTOZOTOCIN	
MMP2	STREPTOZOTOCIN	
MT1H	STREPTOZOTOCIN	
MYO9B	STREPTOZOTOCIN	
NTRK1	STREPTOZOTOCIN	
PIK3CA	STREPTOZOTOCIN	
PREP	STREPTOZOTOCIN	
PRKAA1	STREPTOZOTOCIN	
PTGER4	STREPTOZOTOCIN	
RAMP3	STREPTOZOTOCIN	
S100B	STREPTOZOTOCIN	
S100B	STREPTOZOTOCIN	
SFTPB	STREPTOZOTOCIN	
SI	STREPTOZOTOCIN	
SLC16A3	STREPTOZOTOCIN	
SLC2A4	STREPTOZOTOCIN	
SLC2A4	STREPTOZOTOCIN	
SLC2A5	STREPTOZOTOCIN	
SLC5A1	STREPTOZOTOCIN	
SST	STREPTOZOTOCIN	
SSTR1	STREPTOZOTOCIN	
SULT1A2	STREPTOZOTOCIN	
TGFB1	STREPTOZOTOCIN	
TH	STREPTOZOTOCIN	
THRSP	STREPTOZOTOCIN	
TRPV1	STREPTOZOTOCIN	
UCP1	STREPTOZOTOCIN	
VWF	STREPTOZOTOCIN	
VWF	STREPTOZOTOCIN	
CASR	STRONTIUM RANELATE	
AKR1B1P4	STRYCHNINE	antagonist
ARVD3	STRYCHNINE	antagonist
CHRM1	STRYCHNINE	allosteric modulator
CHRM2	STRYCHNINE	allosteric modulator
CHRM3	STRYCHNINE	allosteric modulator
CHRM4	STRYCHNINE	allosteric modulator
CHRM5	STRYCHNINE	allosteric modulator
CHRNA10	STRYCHNINE	antagonist
CHRNA9	STRYCHNINE	antagonist
GLRA3	STRYCHNINE	antagonist
ITGAV	STX-100	inhibitor
ITGB6	STX-100	inhibitor
GRM5	STX107	
GRM5	STX107	
FLT1	SU-014813	inhibitor
FLT3	SU-014813	inhibitor
FLT4	SU-014813	inhibitor
KDR	SU-014813	inhibitor
KIT	SU-014813	inhibitor
PDGFRA	SU-014813	inhibitor
PDGFRB	SU-014813	inhibitor
FGFR1	SU-11652	inhibitor
KDR	SU-11652	inhibitor
KIT	SU-11652	inhibitor
PDGFRB	SU-11652	inhibitor
FGFR1	SU-14813	inhibitor
FLT1	SU-14813	inhibitor
FLT1	SU-14813	inhibitor
FLT3	SU-14813	inhibitor
FLT4	SU-14813	inhibitor
KDR	SU-14813	inhibitor
KDR	SU-14813	inhibitor
KDR	SU-14813	inhibitor
KIT	SU-14813	inhibitor
KIT	SU-14813	inhibitor
PDGFRA	SU-14813	inhibitor
PDGFRB	SU-14813	inhibitor
PDGFRB	SU-14813	inhibitor
GRK3	SUBSTANCE P	agonist
TACR1	SUBSTANCE P	agonist
TACR2	SUBSTANCE P	agonist
TACR3	SUBSTANCE P	agonist
G6PD	SUCCIMER	
ALDH5A1	SUCCINIC ACID	inhibitor
SUCNR1	SUCCINIC ACID	agonist
CHRNA1	SUCCINYLCHOLINE CHLORIDE	agonist
CHRNB1	SUCCINYLCHOLINE CHLORIDE	agonist
CHRND	SUCCINYLCHOLINE CHLORIDE	agonist
CHRNE	SUCCINYLCHOLINE CHLORIDE	agonist
CHRNG	SUCCINYLCHOLINE CHLORIDE	agonist
PGA3	Sucralfate	
PGA3	Sucralfate	
PGA5	Sucralfate	inhibitor
OPRD1	SUFENTANIL	
OPRK1	SUFENTANIL	
OPRM1	SUFENTANIL	agonist
OPRM1	SUFENTANIL	
OPRM1	SUFENTANIL	
OPRM1	SUFENTANIL CITRATE	agonist
GNRHR	SUFUGOLIX	antagonist
GNRHR	SUFUGOLIX	antagonist
MPI	SULFACETAMIDE	inhibitor
G6PD	SULFAMETHOXAZOLE	
ACAT1	SULFASALAZINE	
ACAT1	SULFASALAZINE	
ALOX5	SULFASALAZINE	inhibitor
BRD1	SULFASALAZINE	inhibitor
CD83	SULFASALAZINE	
DHFR	SULFASALAZINE	
G6PD	SULFASALAZINE	
NFKB2	SULFASALAZINE	activator
NT5E	SULFASALAZINE	
PPARG	SULFASALAZINE	
PTGS1	SULFASALAZINE	inhibitor
PTGS1	SULFASALAZINE	
PTGS2	SULFASALAZINE	
PTGS2	SULFASALAZINE	inhibitor
TAF1	SULFASALAZINE	inhibitor
TYMP	SULFASALAZINE	
FGFR1	Sulfatinib	inhibitor
FLT1	Sulfatinib	inhibitor
FLT4	Sulfatinib	inhibitor
KDR	Sulfatinib	inhibitor
ABCC1	SULFINPYRAZONE	
ABCC1	SULFINPYRAZONE	modulator
ABCC1	SULFINPYRAZONE	
ABCC2	SULFINPYRAZONE	
ABCC2	SULFINPYRAZONE	
EED	SULFINPYRAZONE	inhibitor
EZH2	SULFINPYRAZONE	
GNRHR	SULFINPYRAZONE	agonist
SLC22A12	SULFINPYRAZONE	inhibitor
G6PD	SULFISOXAZOLE	
BAX	SULFORAPHANE	
GCLM	SULFORAPHANE	
GSTM1	SULFORAPHANE	
GSTP1	SULFORAPHANE	
PIK3CG	SULFORAPHANE	
MPI	SULFOXONE	inhibitor
PRMT5	SULFOXONE SODIUM	inhibitor
HMGB1	SULFURIC ACID	
APC	SULINDAC	
BIRC5	SULINDAC	
MYC	SULINDAC	
PIK3CA	SULINDAC	
PTGS1	SULINDAC	
PTGS1	SULINDAC	
PTGS1	SULINDAC	inhibitor
PTGS2	SULINDAC	
PTGS2	SULINDAC	
PTGS2	SULINDAC	inhibitor
TAC1	SULINDAC	
TNFRSF10A	SULINDAC	
GDF15	SULINDAC SULFIDE	
MAPK14	SULINDAC SULFIDE	
PTGS2	SULINDAC SULFIDE	
SERPINC1	SULODEXIDE	
SERPINC1	SULODEXIDE	activator
SERPINC1	SULODEXIDE	
SERPIND1	SULODEXIDE	
SERPIND1	SULODEXIDE	
CA1	SULPIRIDE	inhibitor
CA12	SULPIRIDE	inhibitor
CA7	SULPIRIDE	inhibitor
DRD2	SULPIRIDE	
DRD2	SULPIRIDE	antagonist
DRD2	SULPIRIDE	antagonist
DRD2	SULPIRIDE	
DRD2	SULPIRIDE	antagonist
DRD3	SULPIRIDE	antagonist
DRD3	SULPIRIDE	antagonist
DRD4	SULPIRIDE	antagonist
PTGER1	SULPROSTONE	agonist
PTGER3	SULPROSTONE	agonist
PTGFR	SULPROSTONE	agonist
CYSLTR1	SULUKAST	antagonist
DRD2	SUMANIROLE	agonist
DRD2	SUMANIROLE	agonist
GCG	SUMATRIPTAN	
HTR1A	SUMATRIPTAN	agonist
HTR1A	SUMATRIPTAN	
HTR1B	SUMATRIPTAN	
HTR1B	SUMATRIPTAN	agonist
